2021-06-27 21:06:988 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-28 13:06:749 INFO  HomePage :32 - Enter Last Name[[ChromeDriver: chrome on WINDOWS (da74a8d497eafbc70de724a99335cf40)] -> xpath: //input[@placeholder='Last Name']]
2021-06-28 13:06:872 INFO  HomePage :37 - Enter post code[[ChromeDriver: chrome on WINDOWS (da74a8d497eafbc70de724a99335cf40)] -> xpath: //body[1]/div[3]/div[1]/div[2]/div[1]/div[2]/div[1]/div[1]/form[1]/div[3]/input[1]]
2021-06-28 13:06:914 INFO  HomePage :41 - Click On Add Customer button[[ChromeDriver: chrome on WINDOWS (da74a8d497eafbc70de724a99335cf40)] -> xpath: //body[1]/div[3]/div[1]/div[2]/div[1]/div[2]/div[1]/div[1]/form[1]/button[1]]
2021-06-28 13:06:164 INFO  HomePage :29 - Clicking on add to Customer Tab[[ChromeDriver: chrome on WINDOWS (da74a8d497eafbc70de724a99335cf40)] -> xpath: //body[1]/div[3]/div[1]/div[2]/div[1]/div[1]/button[2]]
2021-06-28 13:06:621 INFO  AddCustomerPage :34 - clicking on customer name[[ChromeDriver: chrome on WINDOWS (da74a8d497eafbc70de724a99335cf40)] -> xpath: //option[text()='Jarul Mehta']][[ChromeDriver: chrome on WINDOWS (da74a8d497eafbc70de724a99335cf40)] -> xpath: //select[@id = 'userSelect']]
2021-06-28 13:06:850 INFO  AddCustomerPage :41 - clicking on currency[[ChromeDriver: chrome on WINDOWS (da74a8d497eafbc70de724a99335cf40)] -> xpath: //select[@id = 'currency']][[ChromeDriver: chrome on WINDOWS (da74a8d497eafbc70de724a99335cf40)] -> xpath: //option[text()='Pound']]
2021-06-28 13:06:66 INFO  AddCustomerPage :46 - clicking on process button[[ChromeDriver: chrome on WINDOWS (da74a8d497eafbc70de724a99335cf40)] -> xpath: //body[1]/div[3]/div[1]/div[2]/div[1]/div[2]/div[1]/div[1]/form[1]/button[1]]
2021-06-28 13:06:23 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-28 13:06:556 INFO  HomePage :34 - Clicking on Bank Manager Login Button[[ChromeDriver: chrome on WINDOWS (ad6b9c0dee2290864ffb1f4fde60ec20)] -> xpath: //button[text()='Bank Manager Login']]
2021-06-28 13:06:913 INFO  HomePage :23 - Clicking on add to Customer Tab[[ChromeDriver: chrome on WINDOWS (ad6b9c0dee2290864ffb1f4fde60ec20)] -> xpath: //body[1]/div[3]/div[1]/div[2]/div[1]/div[1]/button[1]]
2021-06-28 13:06:258 INFO  HomePage :27 - Enter First Name[[ChromeDriver: chrome on WINDOWS (ad6b9c0dee2290864ffb1f4fde60ec20)] -> xpath: //body[1]/div[3]/div[1]/div[2]/div[1]/div[2]/div[1]/div[1]/form[1]/div[1]/input[1]]
2021-06-28 13:06:398 INFO  HomePage :32 - Enter Last Name[[ChromeDriver: chrome on WINDOWS (ad6b9c0dee2290864ffb1f4fde60ec20)] -> xpath: //input[@placeholder='Last Name']]
2021-06-28 13:06:603 INFO  HomePage :37 - Enter post code[[ChromeDriver: chrome on WINDOWS (ad6b9c0dee2290864ffb1f4fde60ec20)] -> xpath: //body[1]/div[3]/div[1]/div[2]/div[1]/div[2]/div[1]/div[1]/form[1]/div[3]/input[1]]
2021-06-28 13:06:634 INFO  HomePage :41 - Click On Add Customer button[[ChromeDriver: chrome on WINDOWS (ad6b9c0dee2290864ffb1f4fde60ec20)] -> xpath: //body[1]/div[3]/div[1]/div[2]/div[1]/div[2]/div[1]/div[1]/form[1]/button[1]]
2021-06-28 13:06:991 INFO  HomePage :29 - Clicking on add to Customer Tab[[ChromeDriver: chrome on WINDOWS (ad6b9c0dee2290864ffb1f4fde60ec20)] -> xpath: //body[1]/div[3]/div[1]/div[2]/div[1]/div[1]/button[2]]
2021-06-28 13:06:504 INFO  AddCustomerPage :34 - clicking on customer name[[ChromeDriver: chrome on WINDOWS (ad6b9c0dee2290864ffb1f4fde60ec20)] -> xpath: //option[text()='Jarul Mehta']][[ChromeDriver: chrome on WINDOWS (ad6b9c0dee2290864ffb1f4fde60ec20)] -> xpath: //select[@id = 'userSelect']]
2021-06-28 13:06:776 INFO  AddCustomerPage :41 - clicking on currency[[ChromeDriver: chrome on WINDOWS (ad6b9c0dee2290864ffb1f4fde60ec20)] -> xpath: //select[@id = 'currency']][[ChromeDriver: chrome on WINDOWS (ad6b9c0dee2290864ffb1f4fde60ec20)] -> xpath: //option[text()='Pound']]
2021-06-28 13:06:971 INFO  AddCustomerPage :46 - clicking on process button[[ChromeDriver: chrome on WINDOWS (ad6b9c0dee2290864ffb1f4fde60ec20)] -> xpath: //body[1]/div[3]/div[1]/div[2]/div[1]/div[2]/div[1]/div[1]/form[1]/button[1]]
2021-06-28 13:06:203 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-28 13:06:332 INFO  HomePage :34 - Clicking on Bank Manager Login Button[[ChromeDriver: chrome on WINDOWS (d9880e20c698a7542fb389111bd70d73)] -> xpath: //button[text()='Bank Manager Login']]
2021-06-28 13:06:318 INFO  HomePage :23 - Clicking on add to Customer Tab[[ChromeDriver: chrome on WINDOWS (d9880e20c698a7542fb389111bd70d73)] -> xpath: //body[1]/div[3]/div[1]/div[2]/div[1]/div[1]/button[1]]
2021-06-28 13:06:673 INFO  HomePage :27 - Enter First Name[[ChromeDriver: chrome on WINDOWS (d9880e20c698a7542fb389111bd70d73)] -> xpath: //body[1]/div[3]/div[1]/div[2]/div[1]/div[2]/div[1]/div[1]/form[1]/div[1]/input[1]]
2021-06-28 13:06:809 INFO  HomePage :32 - Enter Last Name[[ChromeDriver: chrome on WINDOWS (d9880e20c698a7542fb389111bd70d73)] -> xpath: //input[@placeholder='Last Name']]
2021-06-28 13:06:950 INFO  HomePage :37 - Enter post code[[ChromeDriver: chrome on WINDOWS (d9880e20c698a7542fb389111bd70d73)] -> xpath: //body[1]/div[3]/div[1]/div[2]/div[1]/div[2]/div[1]/div[1]/form[1]/div[3]/input[1]]
2021-06-28 13:06:995 INFO  HomePage :41 - Click On Add Customer button[[ChromeDriver: chrome on WINDOWS (d9880e20c698a7542fb389111bd70d73)] -> xpath: //body[1]/div[3]/div[1]/div[2]/div[1]/div[2]/div[1]/div[1]/form[1]/button[1]]
2021-06-28 13:06:285 INFO  HomePage :29 - Clicking on add to Customer Tab[[ChromeDriver: chrome on WINDOWS (d9880e20c698a7542fb389111bd70d73)] -> xpath: //body[1]/div[3]/div[1]/div[2]/div[1]/div[1]/button[2]]
2021-06-28 13:06:802 INFO  AddCustomerPage :34 - clicking on customer name[[ChromeDriver: chrome on WINDOWS (d9880e20c698a7542fb389111bd70d73)] -> xpath: //option[text()='Jarul Mehta']][[ChromeDriver: chrome on WINDOWS (d9880e20c698a7542fb389111bd70d73)] -> xpath: //select[@id = 'userSelect']]
2021-06-28 13:06:67 INFO  AddCustomerPage :41 - clicking on currency[[ChromeDriver: chrome on WINDOWS (d9880e20c698a7542fb389111bd70d73)] -> xpath: //select[@id = 'currency']][[ChromeDriver: chrome on WINDOWS (d9880e20c698a7542fb389111bd70d73)] -> xpath: //option[text()='Pound']]
2021-06-28 13:06:311 INFO  AddCustomerPage :46 - clicking on process button[[ChromeDriver: chrome on WINDOWS (d9880e20c698a7542fb389111bd70d73)] -> xpath: //body[1]/div[3]/div[1]/div[2]/div[1]/div[2]/div[1]/div[1]/form[1]/button[1]]
2021-06-28 13:06:282 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-28 13:06:562 INFO  HomePage :34 - Clicking on Bank Manager Login Button[[ChromeDriver: chrome on WINDOWS (1aa3fc973628352111c4970d3aa2cf73)] -> xpath: //button[text()='Bank Manager Login']]
2021-06-28 13:06:839 INFO  HomePage :23 - Clicking on add to Customer Tab[[ChromeDriver: chrome on WINDOWS (1aa3fc973628352111c4970d3aa2cf73)] -> xpath: //body[1]/div[3]/div[1]/div[2]/div[1]/div[1]/button[1]]
2021-06-28 13:06:197 INFO  HomePage :27 - Enter First Name[[ChromeDriver: chrome on WINDOWS (1aa3fc973628352111c4970d3aa2cf73)] -> xpath: //body[1]/div[3]/div[1]/div[2]/div[1]/div[2]/div[1]/div[1]/form[1]/div[1]/input[1]]
2021-06-28 13:06:309 INFO  HomePage :32 - Enter Last Name[[ChromeDriver: chrome on WINDOWS (1aa3fc973628352111c4970d3aa2cf73)] -> xpath: //input[@placeholder='Last Name']]
2021-06-28 13:06:435 INFO  HomePage :37 - Enter post code[[ChromeDriver: chrome on WINDOWS (1aa3fc973628352111c4970d3aa2cf73)] -> xpath: //body[1]/div[3]/div[1]/div[2]/div[1]/div[2]/div[1]/div[1]/form[1]/div[3]/input[1]]
2021-06-28 13:06:467 INFO  HomePage :41 - Click On Add Customer button[[ChromeDriver: chrome on WINDOWS (1aa3fc973628352111c4970d3aa2cf73)] -> xpath: //body[1]/div[3]/div[1]/div[2]/div[1]/div[2]/div[1]/div[1]/form[1]/button[1]]
2021-06-28 13:06:507 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-28 13:06:849 INFO  HomePage :34 - Clicking on Bank Manager Login Button[[ChromeDriver: chrome on WINDOWS (2f50721454195224f29f6150de73ccf7)] -> xpath: //button[text()='Bank Manager Login']]
2021-06-28 13:06:258 INFO  HomePage :23 - Clicking on add to Customer Tab[[ChromeDriver: chrome on WINDOWS (2f50721454195224f29f6150de73ccf7)] -> xpath: //body[1]/div[3]/div[1]/div[2]/div[1]/div[1]/button[1]]
2021-06-28 13:06:657 INFO  HomePage :27 - Enter First Name[[ChromeDriver: chrome on WINDOWS (2f50721454195224f29f6150de73ccf7)] -> xpath: //body[1]/div[3]/div[1]/div[2]/div[1]/div[2]/div[1]/div[1]/form[1]/div[1]/input[1]]
2021-06-28 13:06:804 INFO  HomePage :32 - Enter Last Name[[ChromeDriver: chrome on WINDOWS (2f50721454195224f29f6150de73ccf7)] -> xpath: //input[@placeholder='Last Name']]
2021-06-28 13:06:983 INFO  HomePage :37 - Enter post code[[ChromeDriver: chrome on WINDOWS (2f50721454195224f29f6150de73ccf7)] -> xpath: //body[1]/div[3]/div[1]/div[2]/div[1]/div[2]/div[1]/div[1]/form[1]/div[3]/input[1]]
2021-06-28 13:06:12 INFO  HomePage :41 - Click On Add Customer button[[ChromeDriver: chrome on WINDOWS (2f50721454195224f29f6150de73ccf7)] -> xpath: //body[1]/div[3]/div[1]/div[2]/div[1]/div[2]/div[1]/div[1]/form[1]/button[1]]
2021-06-28 13:06:131 INFO  HomePage :39 - Clicking on Bank Manager Login ButtonProxy element for: DefaultElementLocator 'By.xpath: //button[text()='Bank Manager Login']'
2021-06-28 13:06:112 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-28 13:06:272 INFO  HomePage :34 - Clicking on Bank Manager Login Button[[ChromeDriver: chrome on WINDOWS (d57fd15bcca9fc1a2023d1fbeb15bdba)] -> xpath: //button[text()='Bank Manager Login']]
2021-06-28 13:06:269 INFO  HomePage :23 - Clicking on add to Customer Tab[[ChromeDriver: chrome on WINDOWS (d57fd15bcca9fc1a2023d1fbeb15bdba)] -> xpath: //body[1]/div[3]/div[1]/div[2]/div[1]/div[1]/button[1]]
2021-06-28 13:06:624 INFO  HomePage :27 - Enter First Name[[ChromeDriver: chrome on WINDOWS (d57fd15bcca9fc1a2023d1fbeb15bdba)] -> xpath: //body[1]/div[3]/div[1]/div[2]/div[1]/div[2]/div[1]/div[1]/form[1]/div[1]/input[1]]
2021-06-28 13:06:777 INFO  HomePage :32 - Enter Last Name[[ChromeDriver: chrome on WINDOWS (d57fd15bcca9fc1a2023d1fbeb15bdba)] -> xpath: //input[@placeholder='Last Name']]
2021-06-28 13:06:941 INFO  HomePage :37 - Enter post code[[ChromeDriver: chrome on WINDOWS (d57fd15bcca9fc1a2023d1fbeb15bdba)] -> xpath: //body[1]/div[3]/div[1]/div[2]/div[1]/div[2]/div[1]/div[1]/form[1]/div[3]/input[1]]
2021-06-28 13:06:975 INFO  HomePage :41 - Click On Add Customer button[[ChromeDriver: chrome on WINDOWS (d57fd15bcca9fc1a2023d1fbeb15bdba)] -> xpath: //body[1]/div[3]/div[1]/div[2]/div[1]/div[2]/div[1]/div[1]/form[1]/button[1]]
2021-06-28 13:06:749 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-28 13:06:695 INFO  HomePage :34 - Clicking on Bank Manager Login Button[[ChromeDriver: chrome on WINDOWS (1e0f6d53ccc626a7d5a4f52a80dba889)] -> xpath: //button[text()='Bank Manager Login']]
2021-06-28 13:06:698 INFO  HomePage :23 - Clicking on add to Customer Tab[[ChromeDriver: chrome on WINDOWS (1e0f6d53ccc626a7d5a4f52a80dba889)] -> xpath: //body[1]/div[3]/div[1]/div[2]/div[1]/div[1]/button[1]]
2021-06-28 13:06:89 INFO  HomePage :27 - Enter First Name[[ChromeDriver: chrome on WINDOWS (1e0f6d53ccc626a7d5a4f52a80dba889)] -> xpath: //body[1]/div[3]/div[1]/div[2]/div[1]/div[2]/div[1]/div[1]/form[1]/div[1]/input[1]]
2021-06-28 13:06:260 INFO  HomePage :32 - Enter Last Name[[ChromeDriver: chrome on WINDOWS (1e0f6d53ccc626a7d5a4f52a80dba889)] -> xpath: //input[@placeholder='Last Name']]
2021-06-28 13:06:453 INFO  HomePage :37 - Enter post code[[ChromeDriver: chrome on WINDOWS (1e0f6d53ccc626a7d5a4f52a80dba889)] -> xpath: //body[1]/div[3]/div[1]/div[2]/div[1]/div[2]/div[1]/div[1]/form[1]/div[3]/input[1]]
2021-06-28 13:06:489 INFO  HomePage :41 - Click On Add Customer button[[ChromeDriver: chrome on WINDOWS (1e0f6d53ccc626a7d5a4f52a80dba889)] -> xpath: //body[1]/div[3]/div[1]/div[2]/div[1]/div[2]/div[1]/div[1]/form[1]/button[1]]
2021-06-28 13:06:795 INFO  HomePage :39 - Clicking on Bank Manager Login Button[[ChromeDriver: chrome on WINDOWS (1e0f6d53ccc626a7d5a4f52a80dba889)] -> xpath: //button[text()='Home']]
2021-06-28 13:06:943 INFO  HomePage :28 - Clicking on customer login button[[ChromeDriver: chrome on WINDOWS (1e0f6d53ccc626a7d5a4f52a80dba889)] -> xpath: //button[text()='Customer Login']]
2021-06-28 13:06:404 INFO  AddCustomerPage :34 - clicking on customer name[[ChromeDriver: chrome on WINDOWS (1e0f6d53ccc626a7d5a4f52a80dba889)] -> xpath: //option[text()='Jarul Mehta']][[ChromeDriver: chrome on WINDOWS (1e0f6d53ccc626a7d5a4f52a80dba889)] -> xpath: //select[@id = 'userSelect']]
2021-06-28 13:06:556 INFO  HomePage :34 - Clicking on add to Customer Tab[[ChromeDriver: chrome on WINDOWS (1e0f6d53ccc626a7d5a4f52a80dba889)] -> xpath: //button[@class = 'btn btn-default']]
2021-06-28 13:06:605 INFO  HomePage :22 - verifying logout tab[[ChromeDriver: chrome on WINDOWS (1e0f6d53ccc626a7d5a4f52a80dba889)] -> xpath: //button[text()='Logout']]
2021-06-28 13:06:793 INFO  HomePage :36 - click on logout button[[ChromeDriver: chrome on WINDOWS (1e0f6d53ccc626a7d5a4f52a80dba889)] -> xpath: //button[text()='Logout']]
2021-06-28 13:06:825 INFO  HomePage :28 - verifying your name text[[ChromeDriver: chrome on WINDOWS (1e0f6d53ccc626a7d5a4f52a80dba889)] -> xpath: //label[contains(text() , 'Your Name :')]]
2021-06-28 13:06:953 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-28 13:06:81 INFO  HomePage :34 - Clicking on Bank Manager Login Button[[ChromeDriver: chrome on WINDOWS (759c850d440cd8fb56df63ee107f5380)] -> xpath: //button[text()='Bank Manager Login']]
2021-06-28 13:06:994 INFO  HomePage :23 - Clicking on add to Customer Tab[[ChromeDriver: chrome on WINDOWS (759c850d440cd8fb56df63ee107f5380)] -> xpath: //body[1]/div[3]/div[1]/div[2]/div[1]/div[1]/button[1]]
2021-06-28 13:06:304 INFO  HomePage :27 - Enter First Name[[ChromeDriver: chrome on WINDOWS (759c850d440cd8fb56df63ee107f5380)] -> xpath: //body[1]/div[3]/div[1]/div[2]/div[1]/div[2]/div[1]/div[1]/form[1]/div[1]/input[1]]
2021-06-28 13:06:437 INFO  HomePage :32 - Enter Last Name[[ChromeDriver: chrome on WINDOWS (759c850d440cd8fb56df63ee107f5380)] -> xpath: //input[@placeholder='Last Name']]
2021-06-28 13:06:605 INFO  HomePage :37 - Enter post code[[ChromeDriver: chrome on WINDOWS (759c850d440cd8fb56df63ee107f5380)] -> xpath: //body[1]/div[3]/div[1]/div[2]/div[1]/div[2]/div[1]/div[1]/form[1]/div[3]/input[1]]
2021-06-28 13:06:636 INFO  HomePage :41 - Click On Add Customer button[[ChromeDriver: chrome on WINDOWS (759c850d440cd8fb56df63ee107f5380)] -> xpath: //body[1]/div[3]/div[1]/div[2]/div[1]/div[2]/div[1]/div[1]/form[1]/button[1]]
2021-06-28 13:06:930 INFO  HomePage :39 - Clicking on Bank Manager Login Button[[ChromeDriver: chrome on WINDOWS (759c850d440cd8fb56df63ee107f5380)] -> xpath: //button[text()='Home']]
2021-06-28 13:06:81 INFO  HomePage :28 - Clicking on customer login button[[ChromeDriver: chrome on WINDOWS (759c850d440cd8fb56df63ee107f5380)] -> xpath: //button[text()='Customer Login']]
2021-06-28 13:06:836 INFO  AddCustomerPage :34 - clicking on customer name[[ChromeDriver: chrome on WINDOWS (759c850d440cd8fb56df63ee107f5380)] -> xpath: //option[text()='Jarul Mehta']][[ChromeDriver: chrome on WINDOWS (759c850d440cd8fb56df63ee107f5380)] -> xpath: //select[@id = 'userSelect']]
2021-06-28 13:06:971 INFO  HomePage :34 - Clicking on add to Customer Tab[[ChromeDriver: chrome on WINDOWS (759c850d440cd8fb56df63ee107f5380)] -> xpath: //button[@class = 'btn btn-default']]
2021-06-28 13:06:12 INFO  HomePage :22 - verifying logout tab[[ChromeDriver: chrome on WINDOWS (759c850d440cd8fb56df63ee107f5380)] -> xpath: //button[text()='Logout']]
2021-06-28 13:06:178 INFO  HomePage :36 - click on logout button[[ChromeDriver: chrome on WINDOWS (759c850d440cd8fb56df63ee107f5380)] -> xpath: //button[text()='Logout']]
2021-06-28 13:06:213 INFO  HomePage :28 - verifying your name text[[ChromeDriver: chrome on WINDOWS (759c850d440cd8fb56df63ee107f5380)] -> xpath: //label[contains(text() , 'Your Name :')]]
2021-06-28 13:06:274 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-28 13:06:479 INFO  HomePage :34 - Clicking on Bank Manager Login Button[[ChromeDriver: chrome on WINDOWS (06b66100e64b286237cb868d651eb987)] -> xpath: //button[text()='Bank Manager Login']]
2021-06-28 13:06:497 INFO  HomePage :23 - Clicking on add to Customer Tab[[ChromeDriver: chrome on WINDOWS (06b66100e64b286237cb868d651eb987)] -> xpath: //body[1]/div[3]/div[1]/div[2]/div[1]/div[1]/button[1]]
2021-06-28 13:06:831 INFO  HomePage :27 - Enter First Name[[ChromeDriver: chrome on WINDOWS (06b66100e64b286237cb868d651eb987)] -> xpath: //body[1]/div[3]/div[1]/div[2]/div[1]/div[2]/div[1]/div[1]/form[1]/div[1]/input[1]]
2021-06-28 13:06:980 INFO  HomePage :32 - Enter Last Name[[ChromeDriver: chrome on WINDOWS (06b66100e64b286237cb868d651eb987)] -> xpath: //input[@placeholder='Last Name']]
2021-06-28 13:06:163 INFO  HomePage :37 - Enter post code[[ChromeDriver: chrome on WINDOWS (06b66100e64b286237cb868d651eb987)] -> xpath: //body[1]/div[3]/div[1]/div[2]/div[1]/div[2]/div[1]/div[1]/form[1]/div[3]/input[1]]
2021-06-28 13:06:208 INFO  HomePage :41 - Click On Add Customer button[[ChromeDriver: chrome on WINDOWS (06b66100e64b286237cb868d651eb987)] -> xpath: //body[1]/div[3]/div[1]/div[2]/div[1]/div[2]/div[1]/div[1]/form[1]/button[1]]
2021-06-28 13:06:508 INFO  HomePage :39 - Clicking on Bank Manager Login Button[[ChromeDriver: chrome on WINDOWS (06b66100e64b286237cb868d651eb987)] -> xpath: //button[text()='Home']]
2021-06-28 13:06:636 INFO  HomePage :28 - Clicking on customer login button[[ChromeDriver: chrome on WINDOWS (06b66100e64b286237cb868d651eb987)] -> xpath: //button[text()='Customer Login']]
2021-06-28 13:06:62 INFO  AddCustomerPage :34 - clicking on customer name[[ChromeDriver: chrome on WINDOWS (06b66100e64b286237cb868d651eb987)] -> xpath: //option[text()='Jarul Mehta']][[ChromeDriver: chrome on WINDOWS (06b66100e64b286237cb868d651eb987)] -> xpath: //select[@id = 'userSelect']]
2021-06-28 13:06:189 INFO  HomePage :34 - Clicking on add to Customer Tab[[ChromeDriver: chrome on WINDOWS (06b66100e64b286237cb868d651eb987)] -> xpath: //button[@class = 'btn btn-default']]
2021-06-28 14:06:385 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-28 14:06:581 INFO  HomePage :34 - Clicking on Bank Manager Login Button[[ChromeDriver: chrome on WINDOWS (dab06ee3909984d169c99ace84071076)] -> xpath: //button[text()='Bank Manager Login']]
2021-06-28 14:06:481 INFO  HomePage :23 - Clicking on add to Customer Tab[[ChromeDriver: chrome on WINDOWS (dab06ee3909984d169c99ace84071076)] -> xpath: //body[1]/div[3]/div[1]/div[2]/div[1]/div[1]/button[1]]
2021-06-28 14:06:928 INFO  HomePage :27 - Enter First Name[[ChromeDriver: chrome on WINDOWS (dab06ee3909984d169c99ace84071076)] -> xpath: //body[1]/div[3]/div[1]/div[2]/div[1]/div[2]/div[1]/div[1]/form[1]/div[1]/input[1]]
2021-06-28 14:06:91 INFO  HomePage :32 - Enter Last Name[[ChromeDriver: chrome on WINDOWS (dab06ee3909984d169c99ace84071076)] -> xpath: //input[@placeholder='Last Name']]
2021-06-28 14:06:247 INFO  HomePage :37 - Enter post code[[ChromeDriver: chrome on WINDOWS (dab06ee3909984d169c99ace84071076)] -> xpath: //body[1]/div[3]/div[1]/div[2]/div[1]/div[2]/div[1]/div[1]/form[1]/div[3]/input[1]]
2021-06-28 14:06:281 INFO  HomePage :41 - Click On Add Customer button[[ChromeDriver: chrome on WINDOWS (dab06ee3909984d169c99ace84071076)] -> xpath: //body[1]/div[3]/div[1]/div[2]/div[1]/div[2]/div[1]/div[1]/form[1]/button[1]]
2021-06-28 14:06:564 INFO  HomePage :39 - Clicking on Bank Manager Login Button[[ChromeDriver: chrome on WINDOWS (dab06ee3909984d169c99ace84071076)] -> xpath: //button[text()='Home']]
2021-06-28 14:06:691 INFO  HomePage :28 - Clicking on customer login button[[ChromeDriver: chrome on WINDOWS (dab06ee3909984d169c99ace84071076)] -> xpath: //button[text()='Customer Login']]
2021-06-28 14:06:37 INFO  AddCustomerPage :34 - clicking on customer name[[ChromeDriver: chrome on WINDOWS (dab06ee3909984d169c99ace84071076)] -> xpath: //option[text()='Jarul Mehta']][[ChromeDriver: chrome on WINDOWS (dab06ee3909984d169c99ace84071076)] -> xpath: //select[@id = 'userSelect']]
2021-06-28 14:06:183 INFO  HomePage :34 - Clicking on add to Customer Tab[[ChromeDriver: chrome on WINDOWS (dab06ee3909984d169c99ace84071076)] -> xpath: //button[@class = 'btn btn-default']]
2021-06-28 14:06:70 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-28 14:06:216 INFO  HomePage :34 - Clicking on Bank Manager Login Button[[ChromeDriver: chrome on WINDOWS (2867a4bb46b3ab67f95e00d3015c8012)] -> xpath: //button[text()='Bank Manager Login']]
2021-06-28 14:06:115 INFO  HomePage :23 - Clicking on add to Customer Tab[[ChromeDriver: chrome on WINDOWS (2867a4bb46b3ab67f95e00d3015c8012)] -> xpath: //body[1]/div[3]/div[1]/div[2]/div[1]/div[1]/button[1]]
